"나이","성별","키_cm","몸무게_kg","앉아서앞으로구부리기_cm","윗몸일으키기","멀리뛰기","등급","bmr"
23,0,173,66.8,18.5,63,262,"A",1499.6
42,0,172.2,70.9,17.5,44,216,"B",1448.2
24,0,172,70.6,7.8,59,218,"C",1529.6
33,0,186.8,117.5,19.3,49,213,"D",1964.1
34,0,170.6,71.7,25.4,65,268,"A",1490.6
24,1,168.2,54,27.5,39,159,"B",1363.4
22,1,164.3,59.44,14.4,45,179,"C",1418
33,1,154,54.7,18.3,28,136,"D",1302.2
60,0,165.5,74.2,7.4,27,146,"B",1383.2
25,0,171,77.4,17.4,49,223,"B",1588.3
27,0,182,80.8,-1.6,52,222,"D",1631.4
26,0,177,79,21.2,58,218,"B",1609.8
56,1,159.5,50,25.7,25,139,"A",1158.9
63,0,159.3,64.6,8.1,23,181,"C",1265.8
22,0,169.3,62.3,3.7,42,217,"D",1454.4
24,1,160.7,58.2,21.5,31,187,"B",1390.2
38,0,173.5,77.7,13.1,39,215,"B",1534.6
54,0,171.5,72.9,26.2,29,164,"C",1409.7
25,0,182,93.5,21.2,47,192,"C",1762.7
59,1,148.2,53.3,14,9,94,"D",1156.1
22,1,163.2,52.4,29.1,40,185,"A",1348.4
24,1,167.9,55.9,9.8,21,170,"D",1381.1
24,1,164.9,55.4,24.6,47,168,"A",1370.9
22,0,175.6,96.4,-0.4,34,159,"D",1793.1
55,1,161,61.9,16.3,13,110,"C",1280.5
46,1,163,63.8,-4,0,110,"D",1344.7
22,1,168.6,71,30.6,30,212,"B",1536.7
26,1,162.1,56.9,24.2,37,147,"B",1370.8
29,0,166.8,69.2,10,35,183,"D",1483.3
46,0,167.2,71.1,9.1,28,196,"D",1422.3
61,0,161.1,66.1,4,37,173,"D",1292.8
21,0,173.7,73,2.2,35,211,"D",1569.8
32,1,151.2,52.4,19.7,33,104,"A",1279.8
27,0,171.8,74.8,15.1,45,211,"B",1555.4
22,0,179.4,70.5,22.2,51,222,"B",1551.3
58,0,177.7,73.9,12.7,31,170,"B",1411.7
26,0,172.3,65.9,11.7,50,237,"B",1475.6
21,1,164.2,64,19.9,47,175,"A",1466.3
59,0,169.4,75.9,15.9,27,191,"C",1411.3
24,1,173.3,65.3,8.4,13,131,"D",1481
45,0,168,62,20.2,54,211,"A",1341.1
22,0,179.4,78.6,18.2,56,245,"A",1629.1
35,0,191.6,125.7,9.2,52,228,"D",2042.1
28,0,169.1,64,12,49,200,"B",1442.2
29,1,158.4,57.22,26.1,43,142,"B",1353.1
60,0,169.7,73.9,11.1,35,165,"B",1387.9
22,0,184.9,73.9,18.2,67,275,"A",1593.9
21,1,172.8,54.8,18.8,39,172,"C",1393.4
37,0,173.4,70,6.8,39,228,"C",1465.2
35,1,154,47.6,24.5,34,149,"A",1224.7
26,1,170,58.9,25,37,161,"A",1404.2
57,1,161.3,59.8,15.3,7,119,"D",1251.5
29,0,177.9,65.2,18.6,53,239,"B",1464.8
35,0,181.5,98.5,18,56,205,"A",1762.8
38,0,167.7,67.9,20.9,57,225,"B",1430.1
28,0,164.3,63.2,5.3,43,221,"D",1425.9
63,0,167.4,59.8,11.7,19,184,"C",1234.3
47,0,167.8,68.8,22.4,60,230,"A",1396.6
57,0,168.2,74.5,5.8,35,197,"C",1405.1
30,0,180,85.08,26.4,57,226,"A",1654.8
35,0,164.6,66,27.3,46,198,"B",1420.4
24,0,165.7,63.5,19.1,36,273,"D",1450.1
28,1,158.6,45.8,18.3,29,158,"B",1248.6
59,0,174.5,72.4,15.8,39,194,"B",1386.8
42,0,172.1,65.74,3.7,26,214,"D",1398.5
45,0,164.7,56.1,14.5,48,216,"A",1278.5
51,1,163.3,55,16.4,25,126,"B",1237.2
39,1,162.1,45,19.6,27,169,"B",1195.5
40,0,169.5,75.6,19.1,28,209,"D",1497.9
25,1,163.5,56.18,12.8,27,161,"C",1371.1
58,1,155.6,82,5.1,12,95,"D",1449.7
29,0,181.2,94.72,16.6,53,260,"A",1754.2
24,0,172.1,72.4,7.7,57,234,"D",1547
58,0,167.5,65.5,9.7,34,180,"B",1312.7
38,1,156.3,44.9,-2.7,23,133,"D",1188.8
62,0,172.1,71.52,3,42,185,"C",1360
35,1,156.4,48.5,28.6,38,168,"A",1237.6
31,1,159.3,47.9,25.4,57,211,"A",1255.9
51,0,163.5,53.8,16.3,44,193,"A",1226.1
24,0,174.9,75.1,15,44,200,"C",1578
30,0,175.2,71.5,18.1,47,224,"A",1515.8
36,0,172.5,80.8,17.5,55,212,"B",1572
36,1,158.5,53.56,19.1,43,185,"A",1285.3
26,1,160,62.4,21.9,42,177,"A",1419.8
39,0,175.5,88.1,27.3,37,194,"D",1633.4
28,0,169.1,70.8,12.3,38,205,"C",1507.5
31,0,175.1,76.2,17.9,48,240,"A",1556
32,0,167.1,69.5,8.6,42,201,"C",1472.6
21,1,153.9,58.8,19.2,45,167,"B",1397.8
60,0,164.3,74,16,28,191,"B",1379.1
23,0,172.8,76.4,14.5,58,226,"C",1591.4
21,0,186.4,92.5,24.9,71,255,"C",1779.8
45,1,164,51.7,-14.3,12,150,"D",1235
31,0,168.5,68.2,23.6,54,223,"A",1467.3
31,0,168.4,63.38,17.5,51,227,"A",1420.9
26,0,169.9,95.5,11.9,30,190,"D",1755.4
43,1,162.7,51.1,17.1,20,136,"C",1236.3
28,1,168.6,60.2,18.9,32,159,"C",1404.8
21,0,157.5,45.5,4.6,41,216,"D",1276.6
26,0,170.3,64.6,2.1,53,228,"D",1459.5
21,1,168.2,77.9,17.5,48,176,"C",1606.9
21,0,169.3,71.1,17.1,58,234,"C",1543.6
37,0,172.1,72.5,16.8,31,194,"D",1486.9
61,0,167.2,69.7,2.3,32,145,"C",1338.4
29,1,160.7,49.24,19.4,44,197,"A",1280.7
59,1,163.3,62.54,22.5,34,135,"A",1272
21,0,173,70.3,15.4,54,260,"B",1542.6
21,0,171,67.3,22.5,57,260,"A",1510.2
26,0,176,80.5,20.2,61,245,"A",1622.4
31,0,166.9,73.6,17.3,53,202,"A",1516.3
25,1,158.1,56.3,6.1,19,141,"D",1362.6
23,1,166,55.8,21,38,165,"B",1381.4
36,0,170.4,66,19.7,55,239,"A",1426.1
25,1,163.8,54.2,19.3,35,156,"A",1352.7
44,0,185.6,87.1,14.2,41,225,"B",1618.4
34,0,158.3,64.1,18.5,47,204,"D",1395.5
64,0,160.5,67.9,6.5,27,180,"D",1294.9
23,1,158.7,67.2,15.9,32,156,"B",1477.7
42,1,165.4,65.9,26.2,50,184,"A",1388
28,1,159.6,50.8,17.6,36,174,"B",1298.4
22,0,176.5,69.88,16.9,50,220,"B",1540.1
61,0,167.4,57.1,3.4,33,161,"C",1217.8
22,0,166,76.1,17.8,61,226,"A",1581
32,0,163.5,70.4,15.7,46,196,"D",1474.7
56,1,158.6,59.74,22,20,156,"B",1250.8
25,0,170.7,66.8,20.2,56,245,"A",1486
21,0,185.8,83.6,-6.2,59,232,"D",1693.3
23,1,152.7,48.08,21,41,182,"A",1283.3
28,1,153.6,54.7,16,38,137,"C",1325
23,0,172,72,1.8,45,213,"D",1547.7
45,1,155.9,58.2,18.6,19,146,"C",1282.8
60,0,172.5,73.9,13.5,36,189,"B",1392.9
33,0,168.7,62.3,-6.9,28,195,"D",1401.6
53,0,170.4,68.8,13.2,47,218,"B",1373.1
22,0,169,73.8,12.7,63,236,"C",1564.3
45,0,167.4,82.9,2.8,17,185,"D",1540.7
31,0,185.3,93.14,14.5,51,230,"C",1737
25,0,185,88.1,5.3,45,222,"C",1716.3
39,0,169.9,62.7,24.8,57,192,"C",1379.4
22,1,163.3,57.2,12.9,30,138,"C",1394.7
26,0,181.9,87.3,5.8,49,193,"C",1698.3
35,1,151.7,44.1,15.2,21,113,"C",1186.9
28,0,180.1,75.4,9,58,220,"C",1571.4
39,0,184.4,85.7,13.7,46,223,"D",1626.3
29,0,171.5,75.36,21.9,51,217,"D",1550.9
40,0,180.1,82.4,20,50,210,"A",1582.2
46,0,168.4,75,16.4,41,195,"B",1461.9
29,1,159.6,61.9,20.3,27,146,"C",1400.2
26,0,165.9,68.7,24.5,68,220,"A",1490.9
36,0,176.7,72.7,14.4,48,212,"A",1501.8
27,1,174.4,64.4,21.5,45,156,"A",1460.3
36,0,168,83.5,13,61,222,"B",1589.8
24,1,161.7,50,15.5,20,114,"D",1313.3
26,1,163.5,52,25.5,40,184,"A",1326.3
23,1,175.1,70.8,24.4,40,179,"C",1541.8
48,1,153,51.7,16.4,24,132,"C",1201.1
56,0,162.7,74.8,3.9,24,160,"D",1402.7
23,0,179,78.6,16.5,64,263,"C",1623.7
44,0,167.1,59.9,14.9,42,206,"B",1324
21,1,163.3,45.3,1.2,18,140,"D",1285.1
42,0,174.7,76.2,23.4,34,239,"D",1503.6
52,1,159,59.5,23,32,160,"B",1268
26,0,171.1,72.7,7.2,41,199,"C",1538.7
29,0,184.3,89.5,21.7,54,234,"B",1709.6
21,1,163.4,55.92,31.5,43,186,"A",1387.3
60,1,162.6,63.2,16.2,11,120,"C",1272.4
25,1,163.5,54.5,25.4,41,175,"A",1355
23,0,162.6,63.8,5.2,45,191,"D",1452.1
24,1,163.7,61,7.9,0,113,"D",1422.5
53,0,180.8,78,0.1,22,187,"D",1480.1
51,1,159.6,79.9,11.1,14,160,"D",1469.6
37,1,163.9,67,6,24,180,"D",1419.3
37,1,155,71.1,6.7,22,144,"D",1442.7
37,0,172.6,78.26,6.6,28,199,"D",1543.1
23,0,175.2,70.8,11,44,196,"C",1541.9
61,1,153.3,52.3,16.8,10,118,"C",1146.3
50,0,167.8,69.6,14.8,58,212,"A",1390.2
38,1,170.6,62.8,19.1,21,172,"C",1386.4
35,0,179,79,29.3,62,259,"A",1571.1
26,1,154.5,60.4,22.3,28,165,"B",1390.7
25,0,172.5,62.4,18.7,53,241,"A",1447
62,0,176.5,70.9,3.6,28,151,"C",1361.9
34,1,159.4,69.2,22.4,31,168,"B",1446.4
32,1,153.6,49.4,24.8,33,135,"C",1255.3
27,1,166.3,52.3,20.5,43,146,"B",1329.5
33,0,169.3,71.1,17.2,52,223,"C",1487.2
30,0,172.9,82.7,-7.5,28,203,"D",1619.1
56,0,168.9,72.28,16.8,36,182,"A",1389.7
29,0,187,85.3,17,59,234,"A",1674.2
36,0,167.9,65.5,21.7,57,247,"A",1416.8
47,1,158.2,55.9,6.3,19,129,"D",1255.5
64,1,153.3,66.3,21.3,29,118,"A",1266.6
55,0,172.9,67.5,8,32,183,"C",1355.7
27,1,151.5,49.8,18.7,37,165,"A",1278.9
38,1,166.6,64.6,23.6,42,168,"A",1396.4
24,0,174.8,72.4,17.5,52,259,"B",1551.9
41,1,165.2,67.5,19.9,35,177,"C",1407.7
58,1,157.8,57.6,19.8,19,148,"B",1219.4
28,0,178,82.2,23.6,36,214,"D",1632.9
23,1,163.1,55.2,12.8,23,133,"C",1370.4
58,0,168.7,76.1,2,0,0,"D",1416.6
21,1,158,52.4,27.1,34,170,"C",1343.7
34,0,171.1,68.4,18.7,52,232,"A",1459.8
50,0,177.8,86.3,11.3,27,205,"D",1568.5
62,1,149.1,60,17.4,20,119,"B",1208
27,0,174.5,76.8,16,58,237,"A",1579.5
52,0,145.8,58.6,13.2,10,50,"D",1235.6
44,1,155,62,26.5,19,160,"D",1322.4
23,1,168.8,59.3,24.2,39,216,"A",1420
59,0,170.8,72.3,11,29,184,"B",1379.2
24,0,181.4,86.8,18,46,242,"C",1702
28,0,178,83.46,25.3,55,231,"A",1645
60,1,169.3,61.3,22.8,30,164,"A",1266.2
41,0,176,78.4,16.3,46,205,"B",1531.7
60,0,164.7,55.8,14.1,27,165,"B",1205.1
57,1,154.3,62.7,21.8,29,147,"B",1266.8
23,1,165.9,55.5,18.7,48,155,"D",1378.3
33,0,172.7,66.1,18,51,221,"A",1445.3
37,1,167.8,70,-2.8,13,142,"D",1455.1
63,0,167.6,57.5,12.6,28,197,"B",1212.6
26,0,172.1,73,11.6,47,214,"B",1543.4
26,1,170.4,66.8,16.2,48,153,"C",1480.8
63,1,150.2,51.9,18.8,19,123,"B",1127.5
21,0,177.6,74.5,26.1,59,235,"A",1591.2
57,0,175.5,82.3,10.4,27,183,"D",1493.1
26,0,172,76.7,-25,22,197,"D",1578.7
50,0,173.6,68.9,16.4,56,195,"A",1393.9
43,1,159.9,56.4,17,23,165,"C",1282.2
61,0,177.8,78.1,3.5,47,140,"C",1438.1
21,0,172.5,71.3,16.2,37,222,"D",1551.3
56,0,167.3,54.7,20.5,38,205,"B",1218.1
39,0,178.3,80.3,8.9,36,201,"C",1563.5
61,0,159.4,56.3,4.8,26,169,"D",1195.7
26,1,158.2,60.9,26,50,173,"A",1402.2
25,0,171.9,80.5,14.2,15,202,"D",1619.7
29,1,162.5,57.2,19.8,36,167,"A",1360.3
25,1,159,50.3,20.7,44,186,"A",1306.6
45,1,159,50.1,28.8,59,212,"A",1210.7
27,0,176,70.8,17.2,66,241,"B",1524.6
27,1,168.1,72.7,8.1,25,121,"D",1528.6
26,0,176.1,73.7,17.9,57,234,"B",1557.3
50,0,165.5,71.6,0.8,45,217,"D",1405.3
22,0,170.3,63.1,14.9,51,206,"C",1463.9
35,0,168.1,67.6,26.7,65,214,"A",1442
27,0,171,63.5,2.7,47,229,"D",1445.5
24,0,170.2,79.7,17,64,259,"D",1613.7
25,0,162.9,60.3,9.5,38,195,"C",1409.6
21,0,171.9,61.4,8.3,44,194,"C",1455.2
64,0,163.4,62.1,15.5,27,175,"B",1244.5
21,0,179.1,70.5,9.3,47,240,"C",1555.5
60,1,153.2,50.2,20.4,3,118,"D",1130.7
52,0,169.3,68.8,11.3,36,182,"B",1375.8
35,0,173.7,68.5,13.5,43,195,"B",1460.8
35,0,169.7,97.26,5.3,24,200,"D",1729.7
58,0,177.4,73.2,17.9,36,194,"A",1404.4
41,0,170.2,85.4,13.4,42,225,"B",1588.5
23,0,182.8,88.8,16.4,55,221,"D",1728.4
47,0,176.5,77,19.4,47,213,"B",1491
30,0,180.3,89.2,18,61,260,"C",1694.9
62,1,162.8,58.2,20,26,120,"B",1215.4
48,0,179.2,79.7,17,31,215,"D",1517.1
57,1,160.4,62.4,19.5,15,148,"B",1274.9
32,0,175.7,61.3,-2.5,35,198,"D",1409.3
30,0,167.2,60.6,9.6,41,193,"B",1396.7
23,0,168.7,61,24.4,59,242,"B",1436.2
23,0,179.6,67.6,14.9,44,175,"C",1519.1
61,0,177.5,68.4,3.5,24,197,"C",1344.4
53,1,163.9,60.8,4.1,17,130,"D",1284.6
27,1,163.2,53.8,20.1,41,201,"A",1338.3
47,1,164.7,55.3,19.5,26,138,"B",1261.4
47,1,159.9,52,24.4,31,164,"A",1221.1
34,0,175.6,89.5,16.5,42,206,"D",1670.5
27,0,173.6,69.2,21,51,245,"A",1504.9
21,1,152.5,47,1.3,9,139,"D",1282
22,0,187,101.3,8.6,56,242,"D",1860.7
21,1,160.7,49.6,21.1,56,166,"A",1321.7
38,0,176.6,69.1,27.5,53,250,"A",1457.6
32,0,176.1,75.5,6.6,53,210,"C",1546.4
54,1,156.8,60.6,24,34,162,"C",1265.2
23,1,155.8,50.4,19.2,32,162,"B",1311.2
26,0,176.3,75.02,11.3,54,216,"C",1570.3
22,1,170.8,66.5,22.7,37,166,"A",1497.4
61,0,167,62.92,2.6,36,181,"C",1272.9
32,0,179.3,86,10.5,46,192,"B",1652.9
48,0,175,84.3,-2.4,24,171,"D",1553.7
37,1,161.2,53.6,21.1,19,173,"D",1285.8
34,0,169.4,77.1,25.9,47,217,"B",1540.3
26,1,165.3,55.4,24.6,28,156,"B",1362.2
45,1,149,45.9,6.7,22,138,"D",1152.3
21,0,174.4,72.8,17.8,42,229,"C",1569.1
30,1,161.9,67.9,25.1,39,222,"B",1457.3
48,0,168.1,68,-0.2,17,169,"D",1384.8
29,1,163,58.9,23,44,165,"B",1377.5
58,1,160.2,57.2,14.5,12,103,"D",1219.9
39,1,159.8,53.7,20.9,36,185,"A",1274.9
26,0,183,71.1,18.7,54,222,"B",1544.8
26,1,160.7,70.4,17.6,33,165,"B",1497.9
39,0,173.9,65.5,16,54,255,"A",1413.5
26,0,186,79.3,5.3,45,176,"D",1628.9
21,0,178.7,65.4,18.5,56,237,"A",1505.8
21,0,172.8,79.5,0.9,53,227,"D",1630.5
43,0,175,69.5,19.8,51,227,"A",1435.1
33,0,184.5,108.3,16.7,50,224,"D",1871.7
28,0,172,68.6,15.5,52,242,"A",1491.6
30,0,179,68.8,19,54,233,"A",1496.7
61,1,159.6,63.1,12,18,117,"C",1261.3
26,0,183.3,77.7,14.3,50,218,"B",1608.7
44,1,156.3,62.1,13.3,37,155,"D",1325.7
54,0,174.4,74.4,8.3,29,160,"D",1429.4
31,0,168.1,74.4,17.6,40,195,"D",1526.1
51,0,166.1,70.9,13.7,54,207,"B",1394.9
59,0,178.9,83.6,8.6,42,180,"D",1502.3
27,0,182.6,74.42,19,57,226,"A",1571.2
42,1,158.1,62.1,20.1,32,146,"B",1338.3
21,1,172.9,68.36,24,42,178,"D",1523.8
59,1,153.4,53.3,14,30,128,"C",1165.5
27,0,178.8,66.4,8.9,39,268,"C",1487.4
21,0,172.6,71.7,13.6,62,232,"B",1555.3
22,1,165.3,51.5,28.5,57,173,"A",1343.5
28,1,165,76.5,23,39,185,"A",1554.8
23,0,172.5,67.5,2.2,57,241,"D",1505.4
27,0,176.5,70,20.5,51,219,"B",1517.8
26,0,179.9,82.5,22.7,31,248,"D",1648.6
56,1,159.5,53.9,32,24,135,"B",1196.3
22,1,158.9,52.6,20.4,23,137,"D",1342.6
49,0,167.7,72,21,41,209,"B",1417.8
24,1,161.1,48.1,24.7,46,164,"A",1293.9
39,0,171.8,70.1,15.8,58,220,"A",1453.9
23,0,183.2,74.4,13.9,64,218,"B",1590.9
21,0,177.2,70.4,14.1,35,213,"D",1551.1
57,0,169.9,69.5,11.1,26,164,"C",1360.1
21,0,175.3,80.3,24.5,59,245,"A",1642.7
60,1,157.5,59.4,29.6,28,152,"A",1226.7
44,0,185.3,82.7,8.5,40,220,"D",1575.7
21,0,169.5,76,3.6,57,211,"D",1591
26,1,168.5,57.58,22.1,37,159,"A",1388.9
24,0,161.1,53.7,24.3,60,248,"A",1347.7
48,1,170.1,83.5,12,17,105,"D",1537.2
63,0,163.4,56.64,11.6,22,159,"C",1196.8
25,0,180.9,91.2,21.3,55,259,"B",1738.6
49,0,171.3,71.9,9.4,48,201,"B",1423.3
60,0,170,74.8,8.2,29,161,"B",1397.1
28,0,179.7,74.1,25.5,45,222,"C",1558.2
21,0,171.2,65.5,20.4,45,224,"C",1493.3
23,0,179,86.9,19.6,56,207,"C",1703.3
38,0,177,75,17.8,62,257,"A",1515
28,0,181.9,78.4,26.4,55,258,"A",1603.5
23,1,163.6,54.7,21,48,127,"A",1366.5
21,1,169.5,83.7,20.3,43,166,"D",1664.9
45,0,180.9,78.6,19.5,25,214,"D",1523.7
24,1,163.7,53.4,12.1,37,181,"C",1349.5
27,0,174,70.5,10.7,42,246,"C",1518.1
58,1,150.4,60.8,7.3,22,122,"D",1236.8
31,0,174.2,83.3,18.4,58,247,"C",1622.5
23,0,167,59.6,15.3,32,212,"D",1419.7
29,0,182,77.2,5.3,56,234,"C",1587.4
22,0,183,78.3,5.6,62,206,"D",1632.7
44,1,159.7,58.8,21.9,20,132,"C",1300.1
21,0,183.3,76.5,16.3,59,227,"B",1620.6
23,1,168.1,55.9,15.5,35,160,"C",1386.1
56,0,178,71.9,4.9,41,175,"C",1402.4
24,1,165.7,58.2,20.9,52,180,"A",1399.2
23,0,175.3,77.5,11,37,208,"D",1606.4
58,0,168.6,100.4,0.1,37,171,"D",1649.7
48,0,172,75,6.5,21,202,"D",1459
21,0,183,67,4.2,54,205,"D",1528.9
26,0,179.9,83.4,-5.3,60,233,"D",1657.3
63,0,167.2,73.3,24.6,31,189,"A",1363.5
25,0,179.7,79,17.2,58,220,"A",1619.4
32,0,170.3,66.3,16.7,51,247,"A",1447.6
59,1,152.6,61.5,16.8,22,120,"D",1242.8
36,0,179.1,72.3,9.7,39,217,"B",1502.3
40,0,183.7,97.7,14,32,206,"D",1735.6
29,0,170.5,68.4,23.3,48,247,"B",1482.2
27,0,171.8,70.4,13.8,55,247,"B",1513.2
24,1,166.6,50.5,31,50,198,"A",1326.9
33,1,163.7,49.1,13.9,38,191,"B",1265.9
49,0,176.9,73.2,17.5,50,219,"C",1445.8
32,0,191.4,93.3,15.5,35,235,"D",1744.8
57,1,155.4,53.8,21.8,35,140,"A",1183.3
28,0,178.8,68.3,-13.2,49,189,"D",1500.9
52,0,174,73.2,10.2,46,198,"C",1426.5
28,1,162.8,56.8,20.9,44,186,"A",1361.7
44,1,164.5,63.6,19.9,38,138,"A",1354.9
21,1,162,48.3,24,28,139,"C",1311.6
58,0,170,79.8,21.7,26,166,"D",1454.5
27,0,171.8,75.1,8.6,54,211,"C",1558.3
64,0,166.2,62.5,13.3,32,177,"B",1253.4
25,0,172,65.9,12.2,54,227,"B",1479.7
28,1,171.5,64,18.5,36,198,"A",1446.5
48,1,151.3,49.4,8.5,21,149,"D",1176
62,0,167.8,65.42,10.5,17,153,"D",1293.7
33,0,179.5,79.5,19.2,60,269,"C",1586.2
34,0,180.7,84.9,15.3,57,255,"D",1635.5
60,0,173.5,75.2,12.5,26,196,"C",1407.2
25,0,168.8,87.3,20.7,68,230,"A",1679.4
25,0,175.2,73.9,18.4,58,252,"A",1562.3
21,1,167.7,61.1,22.9,21,172,"D",1444.7
37,1,166.4,58.2,21.7,37,170,"A",1339.3
25,0,173.4,72.32,12,52,229,"B",1543.9
51,0,165.7,58.1,12.1,29,200,"C",1271.3
22,1,164.6,54.1,18.8,50,158,"B",1367.2
51,0,163.1,67.7,5.3,42,197,"C",1358.8
31,0,172.2,64.1,10.8,37,200,"C",1434.6
24,1,160.4,52.2,26.3,46,161,"A",1332
61,0,169,72.4,23.8,37,187,"D",1367.5
26,0,177.8,71,-6,35,190,"D",1534.4
40,0,173.8,73.2,15,50,250,"A",1482.6
37,0,178.8,86.1,16.7,41,209,"D",1629.5
21,1,160.6,53,25.7,25,189,"C",1354.2
44,1,162.3,55.1,17.8,36,145,"B",1269.3
32,0,179.8,81.9,6.7,49,252,"C",1614.5
27,0,177,69.48,6,58,221,"C",1513.7
21,1,148,43.7,28.9,55,185,"A",1242.2
30,0,162.1,62,10.3,53,195,"C",1401
21,0,173.6,69.12,10.1,50,221,"C",1532.3
28,0,172,74.86,0.7,59,186,"D",1551.7
64,1,156,62.2,15.8,23,144,"B",1232.1
55,0,169.6,71.8,16,26,210,"C",1391.1
39,0,182.7,80,14.9,46,222,"A",1568.6
33,1,165.2,61.9,20.5,39,186,"A",1391.5
28,0,187.7,84.6,6.5,56,237,"C",1673.4
29,0,179.8,76.44,22.2,62,229,"A",1576.2
21,1,158.5,51.9,13.8,61,214,"C",1339.8
21,1,157.7,45.54,24.9,20,184,"D",1277.3
43,1,162,72.3,4,22,110,"D",1438.6
35,0,180.6,78,-10.7,14,179,"D",1564.4
28,0,178.3,76.8,29.5,68,259,"A",1581.6
22,0,180.2,68.4,7.3,62,284,"C",1532.6
45,0,173.8,70,12.7,34,234,"C",1428.3
22,1,170.2,61.3,21,29,140,"C",1446.4
62,1,150.3,57.4,11,3,95,"D",1185.2
62,0,163.8,68.6,9,32,177,"B",1317
23,0,181.8,78.9,15.4,51,210,"C",1631.6
26,0,171,69.2,12.6,49,243,"B",1504.9
64,0,176.1,81.1,14,29,169,"C",1449.7
22,1,167.9,54.9,21.8,52,214,"A",1380.9
43,0,168.9,79.6,18.5,50,221,"A",1521.1
27,1,164.7,68.1,13.8,42,140,"B",1478.3
21,1,163.7,51.2,20,57,203,"C",1342.5
21,0,180.4,89.1,9.5,42,234,"C",1736.4
36,1,161.4,54.3,22,23,148,"C",1297.6
50,0,168.2,73.4,-7.5,22,186,"D",1427.4
21,0,177.6,85.8,20.8,43,248,"C",1699.7
56,1,152,49,15.8,10,129,"C",1135.8
34,0,170.4,64.8,5.8,45,202,"C",1424
45,0,179.4,78.6,15.9,51,218,"C",1521
57,1,163.3,65.1,26.1,10,118,"C",1306
22,1,158.4,63.2,6.5,33,159,"D",1443.4
25,1,163.4,54.9,11.5,25,177,"C",1358.7
59,1,161.4,53.2,21.4,24,122,"A",1178.9
28,0,161.5,52.1,-6,10,121,"D",1314.3
28,1,158.7,57.1,15.7,24,160,"D",1357.2
28,1,165.1,53.4,23.7,53,165,"A",1333.2
21,1,171.5,52.5,20.7,41,185,"A",1369
48,0,169.3,60.7,11.2,53,211,"B",1316.9
26,1,167,75,17.5,32,174,"D",1553.4
60,0,171.7,59.3,13.7,31,163,"B",1251.3
63,0,168.2,70.64,-1.4,25,158,"D",1339.8
32,0,181,78.8,10.6,52,182,"B",1586.9
25,1,162.9,61,25.6,29,165,"C",1416.3
60,0,168.3,66.58,7,34,167,"C",1315.1
25,0,178,67,17.2,50,230,"B",1501.1
39,1,161.2,49.2,17.3,28,137,"C",1234.2
37,0,175.3,88.2,16.2,57,220,"B",1643.4
26,1,163.6,60.4,19.3,45,159,"B",1407.1
41,0,169,76.1,10.1,52,236,"B",1497.1
30,0,172.4,96.7,-2.2,14,163,"D",1752.6
26,1,153.5,59.7,16.5,7,139,"D",1382.2
33,1,166.2,57.4,30.2,40,158,"B",1350.1
39,0,174.9,68.8,7.8,39,190,"C",1447
43,1,167,55.6,18.5,24,137,"C",1287.3
60,0,167,69.7,8.3,40,195,"B",1342.7
57,0,162.1,54,20.3,46,194,"B",1197.3
48,1,157.8,59.1,10.7,31,155,"C",1280.8
38,0,166.7,70.4,15.7,25,213,"D",1452.3
33,0,174.7,76,5.2,48,214,"C",1544
23,1,159.5,65.6,30.1,44,172,"A",1463.8
25,1,167,51.2,20.1,21,130,"D",1329.6
42,0,168.7,68.5,10.2,44,203,"D",1418.9
31,0,170.9,73.5,9.5,54,226,"B",1522.5
63,0,168.2,77.3,12,13,174,"D",1403.7
30,0,179.7,75.7,8,50,223,"C",1564.2
39,0,167,69.1,6,36,220,"C",1435.7
28,0,176.2,70,2.5,39,201,"D",1512.6
30,0,173.5,70.7,14.7,30,229,"D",1505
49,0,174.8,74.5,2.9,40,178,"D",1454.5
29,1,164.9,53,6.7,29,136,"D",1324.3
39,0,169.5,69.1,16,47,236,"A",1440.2
21,1,159.6,65.9,15.7,41,174,"D",1476.2
24,1,166.2,55.2,2.9,28,123,"D",1371.3
23,0,174.2,68.2,15.3,48,213,"C",1515.2
31,0,183.4,89.9,21,53,235,"B",1702.5
51,0,165.5,74.7,14.4,24,171,"D",1430.3
30,0,182.5,94.4,12.6,38,167,"D",1748.7
29,0,182.1,100.3,12.9,54,204,"C",1809.4
27,0,179.2,86.6,8.3,36,198,"D",1682
34,0,174.5,74.4,22.5,56,224,"D",1523.5
46,0,171.7,60.8,16.4,53,194,"A",1331.5
37,0,172.2,66.9,14.9,39,224,"B",1433.3
36,0,175.9,71.3,12.8,46,221,"B",1486.9
21,1,164.5,54.02,22.6,45,176,"A",1371
59,0,169.3,72,21.2,44,197,"A",1373.6
53,0,185.6,92.1,11.3,39,210,"C",1624.1
61,1,159.5,54.68,-3.4,0,127,"D",1180.3
61,1,152.4,51.2,14.4,17,129,"C",1134.1
35,1,161.5,48.3,26,32,186,"A",1244.9
31,0,178.8,84.9,-2.8,40,160,"D",1646.2
36,0,178.1,74.7,8.4,37,217,"C",1523.5
28,1,163.7,51.4,7.8,41,158,"D",1311.5
21,0,168.4,71,8.5,61,213,"C",1541
29,1,150.3,54.5,26,26,150,"C",1312.4
22,1,170.6,68.1,22.9,42,201,"A",1512.4
22,0,168.6,73.9,16.3,47,209,"C",1564.5
56,1,172,60,15,25,170,"C",1277.4
